caseId,activity,lifecycle,activity_id
173751,A_ACCEPTED,COMPLETE,1
173751,A_FINALIZED,COMPLETE,6
173751,O_SELECTED,COMPLETE,15
173751,O_CREATED,COMPLETE,13
173751,O_SENT,COMPLETE,16
173751,W_Nabellen offertes,SCHEDULE,22
173751,W_Completeren aanvraag,COMPLETE,20
173751,W_Nabellen offertes,START,22
173751,O_SENT_BACK,COMPLETE,17
173751,W_Valideren aanvraag,SCHEDULE,23
173751,W_Nabellen offertes,COMPLETE,22
173751,W_Valideren aanvraag,START,23
173751,O_ACCEPTED,COMPLETE,11
173751,A_REGISTERED,COMPLETE,9
173751,A_ACTIVATED,COMPLETE,2
173751,A_APPROVED,COMPLETE,3
173751,W_Valideren aanvraag,COMPLETE,23
173754,A_SUBMITTED,COMPLETE,10
173754,A_PARTLYSUBMITTED,COMPLETE,7
173754,A_PREACCEPTED,COMPLETE,8
173754,W_Completeren aanvraag,SCHEDULE,20
173754,W_Completeren aanvraag,START,20
173754,W_Completeren aanvraag,COMPLETE,20
173754,W_Completeren aanvraag,START,20
173754,W_Completeren aanvraag,COMPLETE,20
173754,W_Completeren aanvraag,START,20
173754,W_Completeren aanvraag,COMPLETE,20
173754,W_Completeren aanvraag,START,20
173754,W_Completeren aanvraag,COMPLETE,20
173754,W_Completeren aanvraag,START,20
173754,W_Completeren aanvraag,COMPLETE,20
173754,W_Completeren aanvraag,START,20
173754,W_Completeren aanvraag,COMPLETE,20
173754,W_Completeren aanvraag,START,20
173754,W_Completeren aanvraag,COMPLETE,20
173754,W_Completeren aanvraag,START,20
173754,W_Completeren aanvraag,COMPLETE,20
173754,W_Completeren aanvraag,START,20
173754,W_Completeren aanvraag,COMPLETE,20
173754,W_Completeren aanvraag,START,20
173754,W_Completeren aanvraag,COMPLETE,20
173754,W_Completeren aanvraag,START,20
173754,W_Completeren aanvraag,COMPLETE,20
173754,W_Completeren aanvraag,START,20
173754,W_Completeren aanvraag,COMPLETE,20
173754,W_Completeren aanvraag,START,20
173754,W_Completeren aanvraag,COMPLETE,20
173754,W_Completeren aanvraag,START,20
173754,W_Completeren aanvraag,COMPLETE,20
173754,W_Completeren aanvraag,START,20
173754,W_Completeren aanvraag,COMPLETE,20
173754,W_Completeren aanvraag,START,20
173754,W_Beoordelen fraude,SCHEDULE,19
173754,W_Completeren aanvraag,COMPLETE,20
173754,W_Beoordelen fraude,START,19
173754,W_Beoordelen fraude,COMPLETE,19
173754,W_Beoordelen fraude,START,19
173754,A_DECLINED,COMPLETE,5
173754,W_Beoordelen fraude,COMPLETE,19
173757,A_SUBMITTED,COMPLETE,10
173757,A_PARTLYSUBMITTED,COMPLETE,7
173757,A_DECLINED,COMPLETE,5
173760,A_SUBMITTED,COMPLETE,10
173760,A_PARTLYSUBMITTED,COMPLETE,7
173760,A_PREACCEPTED,COMPLETE,8
173760,W_Completeren aanvraag,SCHEDULE,20
173760,W_Completeren aanvraag,START,20
173760,A_ACCEPTED,COMPLETE,1
173760,A_FINALIZED,COMPLETE,6
173760,O_SELECTED,COMPLETE,15
173760,O_CREATED,COMPLETE,13
173760,O_SENT,COMPLETE,16
173760,W_Nabellen offertes,SCHEDULE,22
173760,W_Completeren aanvraag,COMPLETE,20
173760,W_Nabellen offertes,START,22
173760,W_Nabellen offertes,COMPLETE,22
173760,W_Nabellen offertes,START,22
173760,W_Nabellen offertes,COMPLETE,22
173760,W_Nabellen offertes,START,22
173760,O_SENT_BACK,COMPLETE,17
173760,W_Valideren aanvraag,SCHEDULE,23
173760,W_Nabellen offertes,COMPLETE,22
173760,W_Valideren aanvraag,START,23
173760,A_APPROVED,COMPLETE,3
173760,A_ACTIVATED,COMPLETE,2
173760,A_REGISTERED,COMPLETE,9
173760,O_ACCEPTED,COMPLETE,11
173760,W_Valideren aanvraag,COMPLETE,23
173763,A_SUBMITTED,COMPLETE,10
173763,A_PARTLYSUBMITTED,COMPLETE,7
173763,W_Afhandelen leads,SCHEDULE,18
173763,W_Afhandelen leads,START,18
173763,A_DECLINED,COMPLETE,5
173763,W_Afhandelen leads,COMPLETE,18
173766,A_SUBMITTED,COMPLETE,10
173766,A_PARTLYSUBMITTED,COMPLETE,7
173766,A_PREACCEPTED,COMPLETE,8
173766,W_Completeren aanvraag,SCHEDULE,20
173766,W_Completeren aanvraag,START,20
173766,W_Completeren aanvraag,COMPLETE,20
173766,W_Completeren aanvraag,START,20
173766,W_Completeren aanvraag,COMPLETE,20
173766,W_Completeren aanvraag,START,20
173766,W_Completeren aanvraag,COMPLETE,20
173766,W_Completeren aanvraag,START,20
173766,W_Completeren aanvraag,COMPLETE,20
173766,W_Completeren aanvraag,START,20
173766,W_Completeren aanvraag,COMPLETE,20
173766,W_Completeren aanvraag,START,20
173766,W_Completeren aanvraag,COMPLETE,20
173766,W_Completeren aanvraag,START,20
173766,W_Completeren aanvraag,COMPLETE,20
173766,W_Completeren aanvraag,START,20
173766,W_Completeren aanvraag,COMPLETE,20
173766,W_Completeren aanvraag,START,20
173766,W_Completeren aanvraag,COMPLETE,20
173766,W_Completeren aanvraag,START,20
173766,W_Completeren aanvraag,COMPLETE,20
173766,W_Completeren aanvraag,START,20
173766,W_Completeren aanvraag,COMPLETE,20
173766,W_Completeren aanvraag,START,20
173766,A_CANCELLED,COMPLETE,4
173766,W_Completeren aanvraag,COMPLETE,20
173769,A_SUBMITTED,COMPLETE,10
173769,A_PARTLYSUBMITTED,COMPLETE,7
173769,A_DECLINED,COMPLETE,5
173772,A_SUBMITTED,COMPLETE,10
173772,A_PARTLYSUBMITTED,COMPLETE,7
173772,A_DECLINED,COMPLETE,5
173775,A_SUBMITTED,COMPLETE,10
173775,A_PARTLYSUBMITTED,COMPLETE,7
173775,A_PREACCEPTED,COMPLETE,8
173775,W_Completeren aanvraag,SCHEDULE,20
173775,W_Completeren aanvraag,START,20
173775,W_Completeren aanvraag,COMPLETE,20
173775,W_Completeren aanvraag,START,20
173775,A_DECLINED,COMPLETE,5
173775,W_Completeren aanvraag,COMPLETE,20
173778,A_SUBMITTED,COMPLETE,10
173778,A_PARTLYSUBMITTED,COMPLETE,7
173778,W_Afhandelen leads,SCHEDULE,18
173778,W_Afhandelen leads,START,18
173778,A_DECLINED,COMPLETE,5
173778,W_Afhandelen leads,COMPLETE,18
173781,A_SUBMITTED,COMPLETE,10
173781,A_PARTLYSUBMITTED,COMPLETE,7
173781,A_PREACCEPTED,COMPLETE,8
173781,W_Completeren aanvraag,SCHEDULE,20
173781,W_Completeren aanvraag,START,20
173781,A_DECLINED,COMPLETE,5
173781,W_Completeren aanvraag,COMPLETE,20
173784,A_SUBMITTED,COMPLETE,10
173784,A_PARTLYSUBMITTED,COMPLETE,7
173784,A_PREACCEPTED,COMPLETE,8
173784,W_Completeren aanvraag,SCHEDULE,20
173784,W_Completeren aanvraag,START,20
173784,W_Completeren aanvraag,COMPLETE,20
173784,W_Completeren aanvraag,START,20
173784,W_Completeren aanvraag,COMPLETE,20
173784,W_Completeren aanvraag,START,20
173784,W_Completeren aanvraag,COMPLETE,20
173784,W_Completeren aanvraag,START,20
173784,W_Completeren aanvraag,COMPLETE,20
173784,W_Completeren aanvraag,START,20
173784,W_Completeren aanvraag,COMPLETE,20
173784,W_Completeren aanvraag,START,20
173784,W_Completeren aanvraag,COMPLETE,20
173784,W_Completeren aanvraag,START,20
173784,W_Completeren aanvraag,COMPLETE,20
173784,W_Completeren aanvraag,START,20
173784,A_ACCEPTED,COMPLETE,1
173784,O_SELECTED,COMPLETE,15
173784,A_FINALIZED,COMPLETE,6
173784,O_CREATED,COMPLETE,13
173784,O_SENT,COMPLETE,16
173784,W_Nabellen offertes,SCHEDULE,22
173784,W_Completeren aanvraag,COMPLETE,20
173784,W_Nabellen offertes,START,22
173784,W_Nabellen offertes,COMPLETE,22
173784,W_Nabellen offertes,START,22
173784,W_Nabellen offertes,COMPLETE,22
173784,W_Nabellen offertes,START,22
173784,W_Nabellen offertes,COMPLETE,22
173784,W_Nabellen offertes,START,22
173784,O_SENT_BACK,COMPLETE,17
173784,W_Valideren aanvraag,SCHEDULE,23
173784,W_Nabellen offertes,COMPLETE,22
173784,W_Valideren aanvraag,START,23
173784,W_Nabellen incomplete dossiers,SCHEDULE,21
173784,W_Valideren aanvraag,COMPLETE,23
173784,W_Nabellen incomplete dossiers,START,21
173784,W_Nabellen incomplete dossiers,COMPLETE,21
173784,W_Nabellen incomplete dossiers,START,21
173784,W_Nabellen incomplete dossiers,COMPLETE,21
173784,W_Nabellen incomplete dossiers,START,21
173784,W_Nabellen incomplete dossiers,COMPLETE,21
173784,W_Nabellen incomplete dossiers,START,21
173784,W_Nabellen incomplete dossiers,COMPLETE,21
173784,W_Nabellen incomplete dossiers,START,21
173784,W_Nabellen incomplete dossiers,COMPLETE,21
173784,W_Nabellen incomplete dossiers,START,21
173784,W_Nabellen incomplete dossiers,COMPLETE,21
173784,W_Nabellen incomplete dossiers,START,21
173784,W_Valideren aanvraag,SCHEDULE,23
173784,W_Nabellen incomplete dossiers,COMPLETE,21
173784,W_Valideren aanvraag,START,23
173784,W_Nabellen incomplete dossiers,SCHEDULE,21
173784,W_Valideren aanvraag,COMPLETE,23
173784,W_Nabellen incomplete dossiers,START,21
173784,W_Nabellen incomplete dossiers,COMPLETE,21
173784,W_Nabellen incomplete dossiers,START,21
173784,W_Valideren aanvraag,SCHEDULE,23
173784,W_Nabellen incomplete dossiers,COMPLETE,21
173784,W_Valideren aanvraag,START,23
173784,W_Valideren aanvraag,COMPLETE,23
173784,W_Valideren aanvraag,START,23
173784,W_Nabellen incomplete dossiers,SCHEDULE,21
173784,W_Valideren aanvraag,COMPLETE,23
173784,W_Nabellen incomplete dossiers,START,21
173784,W_Nabellen incomplete dossiers,COMPLETE,21
173784,W_Nabellen incomplete dossiers,START,21
173784,W_Nabellen incomplete dossiers,COMPLETE,21
173784,W_Nabellen incomplete dossiers,START,21
173784,W_Nabellen incomplete dossiers,COMPLETE,21
173784,W_Nabellen incomplete dossiers,START,21
173784,W_Nabellen incomplete dossiers,COMPLETE,21
173784,W_Nabellen incomplete dossiers,START,21
173784,W_Nabellen incomplete dossiers,COMPLETE,21
173784,W_Nabellen incomplete dossiers,START,21
173784,W_Nabellen incomplete dossiers,COMPLETE,21
173784,W_Nabellen incomplete dossiers,START,21
173784,W_Nabellen incomplete dossiers,COMPLETE,21
173784,W_Nabellen incomplete dossiers,START,21
173784,W_Nabellen incomplete dossiers,COMPLETE,21
173784,W_Nabellen incomplete dossiers,START,21
173784,W_Nabellen incomplete dossiers,COMPLETE,21
173784,W_Nabellen incomplete dossiers,START,21
173784,W_Nabellen incomplete dossiers,COMPLETE,21
173784,W_Nabellen incomplete dossiers,START,21
173784,W_Nabellen incomplete dossiers,COMPLETE,21
173784,W_Nabellen incomplete dossiers,START,21
173784,W_Nabellen incomplete dossiers,COMPLETE,21
173784,W_Nabellen incomplete dossiers,START,21
173784,W_Nabellen incomplete dossiers,COMPLETE,21
173784,W_Nabellen incomplete dossiers,START,21
173784,W_Nabellen incomplete dossiers,COMPLETE,21
173784,W_Nabellen incomplete dossiers,START,21
173784,W_Valideren aanvraag,SCHEDULE,23
173784,W_Nabellen incomplete dossiers,COMPLETE,21
173784,W_Valideren aanvraag,START,23
173784,W_Valideren aanvraag,COMPLETE,23
173784,W_Valideren aanvraag,START,23
173784,W_Valideren aanvraag,COMPLETE,23
173784,W_Valideren aanvraag,START,23
173784,A_APPROVED,COMPLETE,3
173784,O_ACCEPTED,COMPLETE,11
173784,A_ACTIVATED,COMPLETE,2
173784,A_REGISTERED,COMPLETE,9
173784,W_Valideren aanvraag,COMPLETE,23
173787,A_SUBMITTED,COMPLETE,10
173787,A_PARTLYSUBMITTED,COMPLETE,7
173787,A_PREACCEPTED,COMPLETE,8
173787,W_Completeren aanvraag,SCHEDULE,20
173787,W_Completeren aanvraag,START,20
173787,A_ACCEPTED,COMPLETE,1
173787,O_SELECTED,COMPLETE,15
173787,A_FINALIZED,COMPLETE,6
173787,O_CREATED,COMPLETE,13
173787,O_SENT,COMPLETE,16
173787,W_Nabellen offertes,SCHEDULE,22
173787,W_Completeren aanvraag,COMPLETE,20
173787,W_Nabellen offertes,START,22
173787,O_CANCELLED,COMPLETE,12
173787,O_SELECTED,COMPLETE,15
173787,O_CREATED,COMPLETE,13
173787,O_SENT,COMPLETE,16
173787,W_Nabellen offertes,SCHEDULE,22
173787,W_Nabellen offertes,COMPLETE,22
173787,W_Nabellen offertes,START,22
173787,W_Nabellen offertes,COMPLETE,22
173787,W_Nabellen offertes,START,22
173787,W_Nabellen offertes,COMPLETE,22
173787,W_Nabellen offertes,START,22
173787,W_Nabellen offertes,COMPLETE,22
173787,W_Nabellen offertes,START,22
173787,W_Nabellen offertes,COMPLETE,22
173787,W_Nabellen offertes,START,22
173787,W_Nabellen offertes,COMPLETE,22
173787,W_Nabellen offertes,START,22
173787,W_Nabellen offertes,COMPLETE,22
173787,W_Nabellen offertes,START,22
173787,A_CANCELLED,COMPLETE,4
173787,O_CANCELLED,COMPLETE,12
173787,W_Nabellen offertes,COMPLETE,22
173790,A_SUBMITTED,COMPLETE,10
173790,A_PARTLYSUBMITTED,COMPLETE,7
173790,A_PREACCEPTED,COMPLETE,8
173790,W_Completeren aanvraag,SCHEDULE,20
173790,W_Completeren aanvraag,START,20
173790,A_ACCEPTED,COMPLETE,1
173790,O_SELECTED,COMPLETE,15
173790,A_FINALIZED,COMPLETE,6
173790,O_CREATED,COMPLETE,13
173790,O_SENT,COMPLETE,16
173790,W_Nabellen offertes,SCHEDULE,22
173790,W_Completeren aanvraag,COMPLETE,20
173790,W_Nabellen offertes,START,22
173790,W_Nabellen offertes,COMPLETE,22
173790,W_Nabellen offertes,START,22
173790,W_Nabellen offertes,COMPLETE,22
173790,W_Nabellen offertes,START,22
173790,O_SENT_BACK,COMPLETE,17
173790,W_Valideren aanvraag,SCHEDULE,23
173790,W_Nabellen offertes,COMPLETE,22
173790,W_Valideren aanvraag,START,23
173790,W_Valideren aanvraag,COMPLETE,23
173790,W_Valideren aanvraag,START,23
173790,O_ACCEPTED,COMPLETE,11
173790,A_APPROVED,COMPLETE,3
173790,A_ACTIVATED,COMPLETE,2
173790,A_REGISTERED,COMPLETE,9
173790,W_Valideren aanvraag,COMPLETE,23
173793,A_SUBMITTED,COMPLETE,10
173793,A_PARTLYSUBMITTED,COMPLETE,7
173793,A_PREACCEPTED,COMPLETE,8
173793,W_Completeren aanvraag,SCHEDULE,20
173793,W_Completeren aanvraag,START,20
173793,W_Completeren aanvraag,COMPLETE,20
173793,W_Completeren aanvraag,START,20
173793,A_ACCEPTED,COMPLETE,1
173793,O_SELECTED,COMPLETE,15
173793,A_FINALIZED,COMPLETE,6
173793,O_CREATED,COMPLETE,13
173793,O_SENT,COMPLETE,16
173793,W_Nabellen offertes,SCHEDULE,22
173793,W_Completeren aanvraag,COMPLETE,20
173793,W_Nabellen offertes,START,22
173793,W_Nabellen offertes,COMPLETE,22
173793,W_Nabellen offertes,START,22
173793,W_Nabellen offertes,COMPLETE,22
173793,W_Nabellen offertes,START,22
173793,O_SENT_BACK,COMPLETE,17
173793,W_Valideren aanvraag,SCHEDULE,23
173793,W_Nabellen offertes,COMPLETE,22
173793,W_Valideren aanvraag,START,23
173793,W_Nabellen incomplete dossiers,SCHEDULE,21
173793,W_Valideren aanvraag,COMPLETE,23
173793,W_Nabellen incomplete dossiers,START,21
173793,W_Valideren aanvraag,SCHEDULE,23
173793,W_Nabellen incomplete dossiers,COMPLETE,21
173793,W_Valideren aanvraag,START,23
173793,W_Valideren aanvraag,COMPLETE,23
173793,W_Valideren aanvraag,START,23
173793,O_ACCEPTED,COMPLETE,11
173793,A_REGISTERED,COMPLETE,9
173793,A_ACTIVATED,COMPLETE,2
173793,A_APPROVED,COMPLETE,3
173793,W_Valideren aanvraag,COMPLETE,23
173796,A_SUBMITTED,COMPLETE,10
173796,A_PARTLYSUBMITTED,COMPLETE,7
173796,A_PREACCEPTED,COMPLETE,8
173796,W_Completeren aanvraag,SCHEDULE,20
173796,W_Completeren aanvraag,START,20
173796,W_Completeren aanvraag,COMPLETE,20
173796,W_Completeren aanvraag,START,20
173796,A_ACCEPTED,COMPLETE,1
173796,A_FINALIZED,COMPLETE,6
173796,O_SELECTED,COMPLETE,15
173796,O_CREATED,COMPLETE,13
173796,O_SENT,COMPLETE,16
173796,W_Nabellen offertes,SCHEDULE,22
173796,W_Completeren aanvraag,COMPLETE,20
173796,W_Nabellen offertes,START,22
173796,W_Nabellen offertes,COMPLETE,22
173796,W_Nabellen offertes,START,22
173796,A_CANCELLED,COMPLETE,4
173796,O_CANCELLED,COMPLETE,12
173796,W_Nabellen offertes,COMPLETE,22
173799,A_SUBMITTED,COMPLETE,10
173799,A_PARTLYSUBMITTED,COMPLETE,7
173799,A_PREACCEPTED,COMPLETE,8
173799,W_Completeren aanvraag,SCHEDULE,20
173799,W_Completeren aanvraag,START,20
173799,W_Completeren aanvraag,COMPLETE,20
173799,W_Completeren aanvraag,START,20
173799,W_Completeren aanvraag,COMPLETE,20
173799,W_Completeren aanvraag,START,20
173799,W_Completeren aanvraag,COMPLETE,20
173799,W_Completeren aanvraag,START,20
173799,A_DECLINED,COMPLETE,5
173799,W_Completeren aanvraag,COMPLETE,20
173802,A_SUBMITTED,COMPLETE,10
173802,A_PARTLYSUBMITTED,COMPLETE,7
173802,W_Afhandelen leads,SCHEDULE,18
173802,W_Afhandelen leads,START,18
173802,A_DECLINED,COMPLETE,5
173802,W_Afhandelen leads,COMPLETE,18
173805,A_SUBMITTED,COMPLETE,10
173805,A_PARTLYSUBMITTED,COMPLETE,7
173805,A_PREACCEPTED,COMPLETE,8
173805,W_Completeren aanvraag,SCHEDULE,20
173805,W_Completeren aanvraag,START,20
173805,W_Completeren aanvraag,COMPLETE,20
173805,W_Completeren aanvraag,START,20
173805,A_ACCEPTED,COMPLETE,1
173805,O_SELECTED,COMPLETE,15
173805,A_FINALIZED,COMPLETE,6
173805,O_CREATED,COMPLETE,13
173805,O_SENT,COMPLETE,16
173805,W_Nabellen offertes,SCHEDULE,22
173805,W_Completeren aanvraag,COMPLETE,20
173805,W_Nabellen offertes,START,22
173805,W_Nabellen offertes,COMPLETE,22
173805,W_Nabellen offertes,START,22
173805,W_Nabellen offertes,COMPLETE,22
173805,W_Nabellen offertes,START,22
173805,W_Nabellen offertes,COMPLETE,22
173805,W_Nabellen offertes,START,22
173805,W_Nabellen offertes,COMPLETE,22
173805,W_Nabellen offertes,START,22
173805,W_Nabellen offertes,COMPLETE,22
173805,W_Nabellen offertes,START,22
173805,W_Nabellen offertes,COMPLETE,22
173805,W_Nabellen offertes,START,22
173805,W_Nabellen offertes,COMPLETE,22
173805,W_Nabellen offertes,START,22
173805,W_Nabellen offertes,COMPLETE,22
173805,W_Nabellen offertes,START,22
173805,W_Nabellen offertes,COMPLETE,22
173805,W_Nabellen offertes,START,22
173805,W_Nabellen offertes,COMPLETE,22
173805,W_Nabellen offertes,START,22
173805,W_Nabellen offertes,COMPLETE,22
173805,W_Nabellen offertes,START,22
173805,W_Nabellen offertes,COMPLETE,22
173805,W_Nabellen offertes,COMPLETE,22
173805,A_CANCELLED,COMPLETE,4
173805,O_CANCELLED,COMPLETE,12
173808,A_SUBMITTED,COMPLETE,10
173808,A_PARTLYSUBMITTED,COMPLETE,7
173808,A_DECLINED,COMPLETE,5
173811,A_SUBMITTED,COMPLETE,10
173811,A_PARTLYSUBMITTED,COMPLETE,7
173811,W_Afhandelen leads,SCHEDULE,18
173811,W_Afhandelen leads,START,18
173811,A_PREACCEPTED,COMPLETE,8
173811,W_Completeren aanvraag,SCHEDULE,20
173811,W_Afhandelen leads,COMPLETE,18
173811,W_Completeren aanvraag,START,20
173811,W_Completeren aanvraag,COMPLETE,20
173811,W_Completeren aanvraag,START,20
173811,A_ACCEPTED,COMPLETE,1
173811,O_SELECTED,COMPLETE,15
173811,A_FINALIZED,COMPLETE,6
173811,O_CREATED,COMPLETE,13
173811,O_SENT,COMPLETE,16
173811,W_Nabellen offertes,SCHEDULE,22
173811,W_Completeren aanvraag,COMPLETE,20
173811,W_Nabellen offertes,START,22
173811,W_Nabellen offertes,COMPLETE,22
173811,W_Nabellen offertes,START,22
173811,W_Nabellen offertes,COMPLETE,22
173811,W_Nabellen offertes,START,22
173811,W_Nabellen offertes,COMPLETE,22
173811,W_Nabellen offertes,START,22
173811,W_Nabellen offertes,COMPLETE,22
173811,W_Nabellen offertes,START,22
173811,W_Nabellen offertes,COMPLETE,22
173811,W_Nabellen offertes,START,22
173811,W_Nabellen offertes,COMPLETE,22
173811,W_Nabellen offertes,START,22
173811,W_Nabellen offertes,COMPLETE,22
173811,W_Nabellen offertes,START,22
173811,W_Nabellen offertes,COMPLETE,22
173811,W_Nabellen offertes,START,22
173811,W_Nabellen offertes,COMPLETE,22
173811,W_Nabellen offertes,START,22
173811,W_Nabellen offertes,COMPLETE,22
173811,W_Nabellen offertes,START,22
173811,W_Nabellen offertes,COMPLETE,22
173811,W_Nabellen offertes,START,22
173811,W_Nabellen offertes,COMPLETE,22
173811,W_Nabellen offertes,START,22
173811,W_Nabellen offertes,COMPLETE,22
173811,W_Nabellen offertes,START,22
173811,W_Nabellen offertes,COMPLETE,22
173811,W_Nabellen offertes,COMPLETE,22
173811,A_CANCELLED,COMPLETE,4
173811,O_CANCELLED,COMPLETE,12
173814,A_SUBMITTED,COMPLETE,10
173814,A_PARTLYSUBMITTED,COMPLETE,7
173814,W_Afhandelen leads,SCHEDULE,18
173814,W_Afhandelen leads,START,18
173814,A_PREACCEPTED,COMPLETE,8
173814,W_Completeren aanvraag,SCHEDULE,20
173814,W_Afhandelen leads,COMPLETE,18
173814,W_Completeren aanvraag,START,20
173814,A_DECLINED,COMPLETE,5
173814,W_Completeren aanvraag,COMPLETE,20
173817,A_SUBMITTED,COMPLETE,10
173817,A_PARTLYSUBMITTED,COMPLETE,7
173817,A_PREACCEPTED,COMPLETE,8
173817,W_Completeren aanvraag,SCHEDULE,20
173817,W_Completeren aanvraag,START,20
173817,A_ACCEPTED,COMPLETE,1
173817,O_SELECTED,COMPLETE,15
173817,A_FINALIZED,COMPLETE,6
173817,O_CREATED,COMPLETE,13
173817,O_SENT,COMPLETE,16
173817,W_Nabellen offertes,SCHEDULE,22
173817,W_Completeren aanvraag,COMPLETE,20
173817,W_Nabellen offertes,START,22
173817,O_CANCELLED,COMPLETE,12
173817,O_SELECTED,COMPLETE,15
173817,O_CREATED,COMPLETE,13
173817,O_SENT,COMPLETE,16
173817,W_Nabellen offertes,SCHEDULE,22
173817,W_Nabellen offertes,COMPLETE,22
173817,W_Nabellen offertes,START,22
173817,W_Nabellen offertes,COMPLETE,22
173817,W_Nabellen offertes,START,22
173817,O_SENT_BACK,COMPLETE,17
173817,W_Valideren aanvraag,SCHEDULE,23
173817,W_Nabellen offertes,COMPLETE,22
173817,W_Valideren aanvraag,START,23
173817,A_DECLINED,COMPLETE,5
173817,O_DECLINED,COMPLETE,14
173817,W_Valideren aanvraag,COMPLETE,23
173820,A_SUBMITTED,COMPLETE,10
173820,A_PARTLYSUBMITTED,COMPLETE,7
173820,A_DECLINED,COMPLETE,5
173823,A_SUBMITTED,COMPLETE,10
173823,A_PARTLYSUBMITTED,COMPLETE,7
173823,A_PREACCEPTED,COMPLETE,8
173823,W_Completeren aanvraag,SCHEDULE,20
173823,W_Completeren aanvraag,START,20
173823,A_ACCEPTED,COMPLETE,1
173823,O_SELECTED,COMPLETE,15
173823,A_FINALIZED,COMPLETE,6
173823,O_CREATED,COMPLETE,13
173823,O_SENT,COMPLETE,16
173823,W_Nabellen offertes,SCHEDULE,22
173823,W_Completeren aanvraag,COMPLETE,20
173823,W_Nabellen offertes,START,22
173823,W_Nabellen offertes,COMPLETE,22
173823,W_Nabellen offertes,START,22
173823,O_SENT_BACK,COMPLETE,17
173823,W_Valideren aanvraag,SCHEDULE,23
173823,W_Nabellen offertes,COMPLETE,22
173823,W_Valideren aanvraag,START,23
173823,W_Valideren aanvraag,COMPLETE,23
173823,W_Valideren aanvraag,START,23
173823,O_DECLINED,COMPLETE,14
173823,A_DECLINED,COMPLETE,5
173823,W_Valideren aanvraag,COMPLETE,23
173826,A_SUBMITTED,COMPLETE,10
173826,A_PARTLYSUBMITTED,COMPLETE,7
173826,W_Afhandelen leads,SCHEDULE,18
173826,W_Afhandelen leads,START,18
173826,W_Afhandelen leads,COMPLETE,18
173826,W_Afhandelen leads,START,18
173826,W_Afhandelen leads,COMPLETE,18
173826,W_Afhandelen leads,START,18
173826,A_PREACCEPTED,COMPLETE,8
173826,W_Completeren aanvraag,SCHEDULE,20
173826,W_Afhandelen leads,COMPLETE,18
173826,W_Completeren aanvraag,START,20
173826,W_Completeren aanvraag,COMPLETE,20
173826,W_Completeren aanvraag,START,20
173826,W_Completeren aanvraag,COMPLETE,20
173826,W_Completeren aanvraag,START,20
173826,W_Completeren aanvraag,COMPLETE,20
173826,W_Completeren aanvraag,START,20
173826,A_DECLINED,COMPLETE,5
173826,W_Completeren aanvraag,COMPLETE,20
173829,A_SUBMITTED,COMPLETE,10
173829,A_PARTLYSUBMITTED,COMPLETE,7
173829,W_Afhandelen leads,SCHEDULE,18
173829,W_Afhandelen leads,START,18
173829,W_Afhandelen leads,COMPLETE,18
173829,W_Afhandelen leads,START,18
173829,A_PREACCEPTED,COMPLETE,8
173829,W_Completeren aanvraag,SCHEDULE,20
173829,W_Afhandelen leads,COMPLETE,18
173829,W_Completeren aanvraag,START,20
173829,A_DECLINED,COMPLETE,5
173829,W_Completeren aanvraag,COMPLETE,20
173832,A_SUBMITTED,COMPLETE,10
173832,A_PARTLYSUBMITTED,COMPLETE,7
173832,A_DECLINED,COMPLETE,5
173835,A_SUBMITTED,COMPLETE,10
173835,A_PARTLYSUBMITTED,COMPLETE,7
173835,A_PREACCEPTED,COMPLETE,8
173835,W_Completeren aanvraag,SCHEDULE,20
173835,W_Completeren aanvraag,START,20
173835,W_Completeren aanvraag,COMPLETE,20
173835,W_Completeren aanvraag,START,20
173835,W_Completeren aanvraag,COMPLETE,20
173835,W_Completeren aanvraag,START,20
173835,A_ACCEPTED,COMPLETE,1
173835,O_SELECTED,COMPLETE,15
173835,A_FINALIZED,COMPLETE,6
173835,O_CREATED,COMPLETE,13
173835,O_SENT,COMPLETE,16
173835,W_Nabellen offertes,SCHEDULE,22
173835,W_Completeren aanvraag,COMPLETE,20
173835,W_Nabellen offertes,START,22
173835,W_Nabellen offertes,COMPLETE,22
173835,W_Nabellen offertes,START,22
173835,W_Nabellen offertes,COMPLETE,22
173835,W_Nabellen offertes,START,22
173835,W_Nabellen offertes,COMPLETE,22
173835,W_Nabellen offertes,START,22
173835,W_Nabellen offertes,COMPLETE,22
173835,W_Nabellen offertes,START,22
173835,W_Nabellen offertes,COMPLETE,22
173835,W_Nabellen offertes,START,22
173835,A_CANCELLED,COMPLETE,4
173835,O_CANCELLED,COMPLETE,12
173835,W_Nabellen offertes,COMPLETE,22
173838,A_SUBMITTED,COMPLETE,10
173838,A_PARTLYSUBMITTED,COMPLETE,7
173838,A_DECLINED,COMPLETE,5
173841,A_SUBMITTED,COMPLETE,10
173841,A_PARTLYSUBMITTED,COMPLETE,7
173841,A_PREACCEPTED,COMPLETE,8
173841,W_Completeren aanvraag,SCHEDULE,20
173841,W_Completeren aanvraag,START,20
173841,W_Completeren aanvraag,COMPLETE,20
173841,W_Completeren aanvraag,START,20
173841,W_Completeren aanvraag,COMPLETE,20
173841,W_Completeren aanvraag,START,20
173841,A_CANCELLED,COMPLETE,4
173841,W_Completeren aanvraag,COMPLETE,20
173844,A_SUBMITTED,COMPLETE,10
